name,latitude,longitude,Unnamed: 3,geometry
Cassidy's Ale House,40.75844499999999,-73.89241179999999,,"{'location': {'lat': 40.75844499999999, 'lng': -73.89241179999999}, 'viewport': {'northeast': {'lat': 40.7597396302915, 'lng': -73.8910888697085}, 'southwest': {'lat': 40.7570416697085, 'lng': -73.8937868302915}}}"
Paradis in the Park,40.7563128,-73.9996944,,"{'location': {'lat': 40.7563128, 'lng': -73.9996944}, 'viewport': {'northeast': {'lat': 40.7576367302915, 'lng': -73.99829446970848}, 'southwest': {'lat': 40.7549387697085, 'lng': -74.0009924302915}}}"
Spygold,40.7557505,-73.9986545,,"{'location': {'lat': 40.7557505, 'lng': -73.9986545}, 'viewport': {'northeast': {'lat': 40.7570761802915, 'lng': -73.99716851970848}, 'southwest': {'lat': 40.7543782197085, 'lng': -73.9998664802915}}}"
Ada's Place,40.7575809,-73.9981332,,"{'location': {'lat': 40.7575809, 'lng': -73.9981332}, 'viewport': {'northeast': {'lat': 40.7588813802915, 'lng': -73.9968034697085}, 'southwest': {'lat': 40.7561834197085, 'lng': -73.9995014302915}}}"
IL Punto,40.756175,-73.9946239,,"{'location': {'lat': 40.756175, 'lng': -73.9946239}, 'viewport': {'northeast': {'lat': 40.7574239302915, 'lng': -73.99327321970848}, 'southwest': {'lat': 40.75472596970851, 'lng': -73.99597118029149}}}"
HK Lounge,40.756823,-73.9943917,,"{'location': {'lat': 40.756823, 'lng': -73.9943917}, 'viewport': {'northeast': {'lat': 40.75813418029149, 'lng': -73.99308271970848}, 'southwest': {'lat': 40.7554362197085, 'lng': -73.99578068029149}}}"
Scallywag's,40.75607000000001,-73.994013,,"{'location': {'lat': 40.75607000000001, 'lng': -73.994013}, 'viewport': {'northeast': {'lat': 40.7574874302915, 'lng': -73.9928002697085}, 'southwest': {'lat': 40.75478946970851, 'lng': -73.9954982302915}}}"
leon the profissional,40.7557283,-73.9948215,,"{'location': {'lat': 40.7557283, 'lng': -73.9948215}, 'viewport': {'northeast': {'lat': 40.7570381802915, 'lng': -73.99345671970849}, 'southwest': {'lat': 40.7543402197085, 'lng': -73.9961546802915}}}"
Nittis Italian Restaurant and Bar in Hells Kitchen,40.7567203,-73.99415599999999,,"{'location': {'lat': 40.7567203, 'lng': -73.99415599999999}, 'viewport': {'northeast': {'lat': 40.75802763029149, 'lng': -73.99279606970849}, 'southwest': {'lat': 40.75532966970849, 'lng': -73.9954940302915}}}"
Steak Frites Bistro,40.75558569999999,-73.994415,,"{'location': {'lat': 40.75558569999999, 'lng': -73.994415}, 'viewport': {'northeast': {'lat': 40.75698398029149, 'lng': -73.9931887697085}, 'southwest': {'lat': 40.75428601970849, 'lng': -73.9958867302915}}}"
Chi Restaurant & Bar,40.75545940000001,-73.9944725,,"{'location': {'lat': 40.75545940000001, 'lng': -73.9944725}, 'viewport': {'northeast': {'lat': 40.75687383029151, 'lng': -73.99325041970849}, 'southwest': {'lat': 40.75417586970851, 'lng': -73.99594838029151}}}"
Frames Bowling Lounge,40.757116,-73.99315,,"{'location': {'lat': 40.757116, 'lng': -73.99315}, 'viewport': {'northeast': {'lat': 40.7585344802915, 'lng': -73.99198151970852}, 'southwest': {'lat': 40.7558365197085, 'lng': -73.99467948029152}}}"
Capizzi,40.7574821,-73.99364469999999,,"{'location': {'lat': 40.7574821, 'lng': -73.99364469999999}, 'viewport': {'northeast': {'lat': 40.7587792302915, 'lng': -73.99218641970849}, 'southwest': {'lat': 40.7560812697085, 'lng': -73.9948843802915}}}"
Blue Ruin Bar,40.7568773,-73.9934364,,"{'location': {'lat': 40.7568773, 'lng': -73.9934364}, 'viewport': {'northeast': {'lat': 40.7582852802915, 'lng': -73.99222071970848}, 'southwest': {'lat': 40.7555873197085, 'lng': -73.99491868029149}}}"
Collage Bistro and Bar,40.7565515,-73.9928683,,"{'location': {'lat': 40.7565515, 'lng': -73.9928683}, 'viewport': {'northeast': {'lat': 40.7580208802915, 'lng': -73.9914353197085}, 'southwest': {'lat': 40.7553229197085, 'lng': -73.9941332802915}}}"
Beer Authority,40.75593689999999,-73.99115309999999,,"{'location': {'lat': 40.75593689999999, 'lng': -73.99115309999999}, 'viewport': {'northeast': {'lat': 40.75736343029149, 'lng': -73.9897564197085}, 'southwest': {'lat': 40.7546654697085, 'lng': -73.9924543802915}}}"
McAnn's,40.7568916,-73.99177139999999,,"{'location': {'lat': 40.7568916, 'lng': -73.99177139999999}, 'viewport': {'northeast': {'lat': 40.7581184302915, 'lng': -73.98969540000002}, 'southwest': {'lat': 40.7554204697085, 'lng': -73.99246339999999}}}"
High Bar New York,40.7567044,-73.9929658,,"{'location': {'lat': 40.7567044, 'lng': -73.9929658}, 'viewport': {'northeast': {'lat': 40.75814193029149, 'lng': -73.9916063197085}, 'southwest': {'lat': 40.75544396970849, 'lng': -73.9943042802915}}}"
Buena Vista Restaurant & Bar,40.7568372,-73.9934938,,"{'location': {'lat': 40.7568372, 'lng': -73.9934938}, 'viewport': {'northeast': {'lat': 40.75824728029149, 'lng': -73.99226306970849}, 'southwest': {'lat': 40.75554931970849, 'lng': -73.9949610302915}}}"
Dear Irving on Hudson Rooftop Bar,40.7561626,-73.991717,,"{'location': {'lat': 40.7561626, 'lng': -73.991717}, 'viewport': {'northeast': {'lat': 40.7575843802915, 'lng': -73.9903144197085}, 'southwest': {'lat': 40.7548864197085, 'lng': -73.99301238029152}}}"
The Joyce Public House,40.7559406,-73.99207059999999,,"{'location': {'lat': 40.7559406, 'lng': -73.99207059999999}, 'viewport': {'northeast': {'lat': 40.7572123802915, 'lng': -73.99077771970849}, 'southwest': {'lat': 40.7545144197085, 'lng': -73.9934756802915}}}"
Aquihito,40.75649689999999,-73.9936918,,"{'location': {'lat': 40.75649689999999, 'lng': -73.9936918}, 'viewport': {'northeast': {'lat': 40.75780993029149, 'lng': -73.99236271970848}, 'southwest': {'lat': 40.75511196970849, 'lng': -73.9950606802915}}}"
Coexist GameHouse,40.7554377,-73.9926932,,"{'location': {'lat': 40.7554377, 'lng': -73.9926932}, 'viewport': {'northeast': {'lat': 40.7566751802915, 'lng': -73.9914279197085}, 'southwest': {'lat': 40.7539772197085, 'lng': -73.9941258802915}}}"
Theory Lounge & Bar,40.7554287,-73.9930375,,"{'location': {'lat': 40.7554287, 'lng': -73.9930375}, 'viewport': {'northeast': {'lat': 40.75672603029149, 'lng': -73.99172771970849}, 'southwest': {'lat': 40.75402806970849, 'lng': -73.9944256802915}}}"
ART Midtown,40.7556565,-73.9936282,,"{'location': {'lat': 40.7556565, 'lng': -73.9936282}, 'viewport': {'northeast': {'lat': 40.7569631302915, 'lng': -73.9923103197085}, 'southwest': {'lat': 40.7542651697085, 'lng': -73.9950082802915}}}"
Latitude 39 Restaurant & Bar,40.7554072,-73.9917979,,"{'location': {'lat': 40.7554072, 'lng': -73.9917979}, 'viewport': {'northeast': {'lat': 40.7568367802915, 'lng': -73.9903876697085}, 'southwest': {'lat': 40.7541388197085, 'lng': -73.9930856302915}}}"
Alfie's Bar & Kitchen,40.7556376,-73.99117260000001,,"{'location': {'lat': 40.7556376, 'lng': -73.99117260000001}, 'viewport': {'northeast': {'lat': 40.75693313029151, 'lng': -73.9897714697085}, 'southwest': {'lat': 40.75423516970851, 'lng': -73.99246943029151}}}"
Dave & Buster's New York City - Times Square,40.75643240000001,-73.9888326,,"{'location': {'lat': 40.75643240000001, 'lng': -73.9888326}, 'viewport': {'northeast': {'lat': 40.7579259802915, 'lng': -73.98734851970849}, 'southwest': {'lat': 40.7552280197085, 'lng': -73.9900464802915}}}"
Dallas BBQ Times Square,40.7570239,-73.98866260000001,,"{'location': {'lat': 40.7570239, 'lng': -73.98866260000001}, 'viewport': {'northeast': {'lat': 40.7582828802915, 'lng': -73.9874210697085}, 'southwest': {'lat': 40.7555849197085, 'lng': -73.99011903029151}}}"
Wolfgang's Steakhouse,40.7560539,-73.9898529,,"{'location': {'lat': 40.7560539, 'lng': -73.9898529}, 'viewport': {'northeast': {'lat': 40.75749863029149, 'lng': -73.9882277197085}, 'southwest': {'lat': 40.75480066970849, 'lng': -73.99092568029151}}}"
Bowlero Times Square,40.7576608,-73.98723009999999,,"{'location': {'lat': 40.7576608, 'lng': -73.98723009999999}, 'viewport': {'northeast': {'lat': 40.7590816802915, 'lng': -73.9858085197085}, 'southwest': {'lat': 40.7563837197085, 'lng': -73.9885064802915}}}"
Printers Alley,40.755308,-73.98862799999999,,"{'location': {'lat': 40.755308, 'lng': -73.98862799999999}, 'viewport': {'northeast': {'lat': 40.75656823029151, 'lng': -73.98735346970848}, 'southwest': {'lat': 40.75387026970851, 'lng': -73.99005143029149}}}"
Pinnacle Bar,40.7564269,-73.9888338,,"{'location': {'lat': 40.7564269, 'lng': -73.9888338}, 'viewport': {'northeast': {'lat': 40.7579333302915, 'lng': -73.9873740697085}, 'southwest': {'lat': 40.7552353697085, 'lng': -73.99007203029151}}}"
Bluestone Lane Times Square Coffee Shop,40.75646520000001,-73.98978579999999,,"{'location': {'lat': 40.75646520000001, 'lng': -73.98978579999999}, 'viewport': {'northeast': {'lat': 40.7578954302915, 'lng': -73.9885855197085}, 'southwest': {'lat': 40.7551974697085, 'lng': -73.9912834802915}}}"
Garvey's Irish Pub,40.75541939999999,-73.9880802,,"{'location': {'lat': 40.75541939999999, 'lng': -73.9880802}, 'viewport': {'northeast': {'lat': 40.7568530802915, 'lng': -73.98665946970848}, 'southwest': {'lat': 40.75415511970851, 'lng': -73.98935743029149}}}"
Castell Rooftop Lounge,40.7554316,-73.9900633,,"{'location': {'lat': 40.7554316, 'lng': -73.9900633}, 'viewport': {'northeast': {'lat': 40.75686273029149, 'lng': -73.9886079197085}, 'southwest': {'lat': 40.7541647697085, 'lng': -73.9913058802915}}}"
Boqueria W40th,40.7554316,-73.9900633,,"{'location': {'lat': 40.7554316, 'lng': -73.9900633}, 'viewport': {'northeast': {'lat': 40.75687523029151, 'lng': -73.98863901970849}, 'southwest': {'lat': 40.75417726970851, 'lng': -73.99133698029149}}}"
5 o'Clock Somewhere Bar - Times Square,40.7552028,-73.9880979,,"{'location': {'lat': 40.7552028, 'lng': -73.9880979}, 'viewport': {'northeast': {'lat': 40.7564674802915, 'lng': -73.9865440197085}, 'southwest': {'lat': 40.7537695197085, 'lng': -73.98924198029151}}}"
LandShark Bar & Grill - Times Square,40.7551569,-73.98812939999999,,"{'location': {'lat': 40.7551569, 'lng': -73.98812939999999}, 'viewport': {'northeast': {'lat': 40.7563701802915, 'lng': -73.9868224697085}, 'southwest': {'lat': 40.7536722197085, 'lng': -73.9895204302915}}}"
Blue,40.75770110000001,-73.987068,,"{'location': {'lat': 40.75770110000001, 'lng': -73.987068}, 'viewport': {'northeast': {'lat': 40.7590861302915, 'lng': -73.98569306970849}, 'southwest': {'lat': 40.7563881697085, 'lng': -73.98839103029151}}}"
Connolly's,40.7573681,-73.9835798,,"{'location': {'lat': 40.7573681, 'lng': -73.9835798}, 'viewport': {'northeast': {'lat': 40.7586323302915, 'lng': -73.9823113197085}, 'southwest': {'lat': 40.75593436970851, 'lng': -73.98500928029151}}}"
The Lambs Club,40.756511,-73.984641,,"{'location': {'lat': 40.756511, 'lng': -73.984641}, 'viewport': {'northeast': {'lat': 40.7579622302915, 'lng': -73.98322331970849}, 'southwest': {'lat': 40.7552642697085, 'lng': -73.9859212802915}}}"
The Perfect Pint,40.7574092,-73.9837409,,"{'location': {'lat': 40.7574092, 'lng': -73.9837409}, 'viewport': {'northeast': {'lat': 40.7586892302915, 'lng': -73.9824712197085}, 'southwest': {'lat': 40.7559912697085, 'lng': -73.9851691802915}}}"
Jimmy's Corner,40.7567299,-73.9847643,,"{'location': {'lat': 40.7567299, 'lng': -73.9847643}, 'viewport': {'northeast': {'lat': 40.7581061802915, 'lng': -73.98337536970848}, 'southwest': {'lat': 40.7554082197085, 'lng': -73.98607333029149}}}"
Grace Lounge At the Grace Htl,40.7575537,-73.9840574,,"{'location': {'lat': 40.7575537, 'lng': -73.9840574}, 'viewport': {'northeast': {'lat': 40.7588206802915, 'lng': -73.98276281970848}, 'southwest': {'lat': 40.7561227197085, 'lng': -73.9854607802915}}}"
The Long Room,40.7564107,-73.9843398,,"{'location': {'lat': 40.7564107, 'lng': -73.9843398}, 'viewport': {'northeast': {'lat': 40.7578315302915, 'lng': -73.9828825197085}, 'southwest': {'lat': 40.7551335697085, 'lng': -73.98558048029152}}}"
Bobby Van's Grill Times Square,40.7570272,-73.983916,,"{'location': {'lat': 40.7570272, 'lng': -73.983916}, 'viewport': {'northeast': {'lat': 40.7584601302915, 'lng': -73.9824558697085}, 'southwest': {'lat': 40.7557621697085, 'lng': -73.98515383029151}}}"
O'Donoghue’s Times Square,40.7569427,-73.9852828,,"{'location': {'lat': 40.7569427, 'lng': -73.9852828}, 'viewport': {'northeast': {'lat': 40.7583336302915, 'lng': -73.98391386970852}, 'southwest': {'lat': 40.7556356697085, 'lng': -73.98661183029152}}}"
Bar 54,40.7575012,-73.9841824,,"{'location': {'lat': 40.7575012, 'lng': -73.9841824}, 'viewport': {'northeast': {'lat': 40.7588109302915, 'lng': -73.9828643197085}, 'southwest': {'lat': 40.7561129697085, 'lng': -73.9855622802915}}}"
Bisbee's Beer Garden,40.7568378,-73.98620989999999,,"{'location': {'lat': 40.7568378, 'lng': -73.98620989999999}, 'viewport': {'northeast': {'lat': 40.7581069302915, 'lng': -73.98491476970848}, 'southwest': {'lat': 40.7554089697085, 'lng': -73.9876127302915}}}"
Burger & Lobster Bryant Park,40.7559517,-73.9851995,,"{'location': {'lat': 40.7559517, 'lng': -73.9851995}, 'viewport': {'northeast': {'lat': 40.75717393029149, 'lng': -73.9840356197085}, 'southwest': {'lat': 40.75447596970849, 'lng': -73.9867335802915}}}"
The Patio,40.7555597,-73.9853213,,"{'location': {'lat': 40.7555597, 'lng': -73.9853213}, 'viewport': {'northeast': {'lat': 40.7568247802915, 'lng': -73.98401796970849}, 'southwest': {'lat': 40.75412681970851, 'lng': -73.9867159302915}}}"
St. Cloud Rooftop,40.75544729999999,-73.986184,,"{'location': {'lat': 40.75544729999999, 'lng': -73.986184}, 'viewport': {'northeast': {'lat': 40.7568957302915, 'lng': -73.98476721970849}, 'southwest': {'lat': 40.7541977697085, 'lng': -73.98746518029151}}}"
Paul's on Times Square,40.7553294,-73.9857901,,"{'location': {'lat': 40.7553294, 'lng': -73.9857901}, 'viewport': {'northeast': {'lat': 40.7567686302915, 'lng': -73.98477336970849}, 'southwest': {'lat': 40.7540706697085, 'lng': -73.9874713302915}}}"
JM,40.7551279,-73.9861749,,"{'location': {'lat': 40.7551279, 'lng': -73.9861749}, 'viewport': {'northeast': {'lat': 40.7563692302915, 'lng': -73.98490751970849}, 'southwest': {'lat': 40.7536712697085, 'lng': -73.9876054802915}}}"
The Iroquois New York,40.75587879999999,-73.98195849999999,,"{'location': {'lat': 40.75587879999999, 'lng': -73.98195849999999}, 'viewport': {'northeast': {'lat': 40.7571342802915, 'lng': -73.9806881697085}, 'southwest': {'lat': 40.7544363197085, 'lng': -73.9833861302915}}}"
STK Steakhouse,40.754998,-73.9828191,,"{'location': {'lat': 40.754998, 'lng': -73.9828191}, 'viewport': {'northeast': {'lat': 40.75612038029149, 'lng': -73.9815701197085}, 'southwest': {'lat': 40.75342241970849, 'lng': -73.98426808029151}}}"
Via Brasil NYC,40.756586,-73.98079609999999,,"{'location': {'lat': 40.756586, 'lng': -73.98079609999999}, 'viewport': {'northeast': {'lat': 40.7580121302915, 'lng': -73.97939021970849}, 'southwest': {'lat': 40.7553141697085, 'lng': -73.9820881802915}}}"
Lantern's Keep,40.7558481,-73.9820386,,"{'location': {'lat': 40.7558481, 'lng': -73.9820386}, 'viewport': {'northeast': {'lat': 40.7571213302915, 'lng': -73.9807220197085}, 'southwest': {'lat': 40.7544233697085, 'lng': -73.9834199802915}}}"
Emporium Brasil,40.7565176,-73.979897,,"{'location': {'lat': 40.7565176, 'lng': -73.979897}, 'viewport': {'northeast': {'lat': 40.7578295302915, 'lng': -73.97859676970849}, 'southwest': {'lat': 40.7551315697085, 'lng': -73.98129473029151}}}"
Blue Bar,40.756047,-73.98232,,"{'location': {'lat': 40.756047, 'lng': -73.98232}, 'viewport': {'northeast': {'lat': 40.7572946302915, 'lng': -73.9810303697085}, 'southwest': {'lat': 40.7545966697085, 'lng': -73.98372833029151}}}"
Butter,40.75634830000001,-73.982205,,"{'location': {'lat': 40.75634830000001, 'lng': -73.982205}, 'viewport': {'northeast': {'lat': 40.7577774302915, 'lng': -73.98079891970848}, 'southwest': {'lat': 40.75507946970851, 'lng': -73.9834968802915}}}"
Oak Room,40.75597680000001,-73.98227229999999,,"{'location': {'lat': 40.75597680000001, 'lng': -73.98227229999999}, 'viewport': {'northeast': {'lat': 40.7572595302915, 'lng': -73.9810065197085}, 'southwest': {'lat': 40.7545615697085, 'lng': -73.98370448029151}}}"
Chazz Palminteri Italian Restaurant,40.7564645,-73.980563,,"{'location': {'lat': 40.7564645, 'lng': -73.980563}, 'viewport': {'northeast': {'lat': 40.7578981302915, 'lng': -73.97915496970849}, 'southwest': {'lat': 40.7552001697085, 'lng': -73.98185293029151}}}"
St. Pat's Bar & Grill NYC,40.7564697,-73.9803314,,"{'location': {'lat': 40.7564697, 'lng': -73.9803314}, 'viewport': {'northeast': {'lat': 40.7578714802915, 'lng': -73.97897396970849}, 'southwest': {'lat': 40.7551735197085, 'lng': -73.9816719302915}}}"
Madame George,40.7563383,-73.98114269999999,,"{'location': {'lat': 40.7563383, 'lng': -73.98114269999999}, 'viewport': {'northeast': {'lat': 40.7575994302915, 'lng': -73.97985931970848}, 'southwest': {'lat': 40.7549014697085, 'lng': -73.9825572802915}}}"
VALERIE,40.7563426,-73.9811274,,"{'location': {'lat': 40.7563426, 'lng': -73.9811274}, 'viewport': {'northeast': {'lat': 40.7576087802915, 'lng': -73.9798684697085}, 'southwest': {'lat': 40.75491081970851, 'lng': -73.98256643029151}}}"
Iroquois Bar,40.7558964,-73.9819699,,"{'location': {'lat': 40.7558964, 'lng': -73.9819699}, 'viewport': {'northeast': {'lat': 40.7571487802915, 'lng': -73.9806950697085}, 'southwest': {'lat': 40.7544508197085, 'lng': -73.98339303029151}}}"
LOLITA,40.756359,-73.9811027,,"{'location': {'lat': 40.756359, 'lng': -73.9811027}, 'viewport': {'northeast': {'lat': 40.75760578029149, 'lng': -73.97983001970849}, 'southwest': {'lat': 40.75490781970849, 'lng': -73.98252798029151}}}"
MáLà Project,40.7569293,-73.9805621,,"{'location': {'lat': 40.7569293, 'lng': -73.9805621}, 'viewport': {'northeast': {'lat': 40.7581852302915, 'lng': -73.9792767197085}, 'southwest': {'lat': 40.7554872697085, 'lng': -73.98197468029151}}}"
Kaspar's Seafood Bar and Grill,40.75640869999999,-73.98036979999999,,"{'location': {'lat': 40.75640869999999, 'lng': -73.98036979999999}, 'viewport': {'northeast': {'lat': 40.7578409802915, 'lng': -73.9789822197085}, 'southwest': {'lat': 40.7551430197085, 'lng': -73.9816801802915}}}"
The Dawson Restaurant & Bar,40.756083,-73.9805131,,"{'location': {'lat': 40.756083, 'lng': -73.9805131}, 'viewport': {'northeast': {'lat': 40.75733863029149, 'lng': -73.9792338697085}, 'southwest': {'lat': 40.75464066970849, 'lng': -73.9819318302915}}}"
Pavé,40.7564853,-73.98031689999999,,"{'location': {'lat': 40.7564853, 'lng': -73.98031689999999}, 'viewport': {'northeast': {'lat': 40.75787248029151, 'lng': -73.97893971970849}, 'southwest': {'lat': 40.75517451970851, 'lng': -73.9816376802915}}}"
Bar Building,40.7553282,-73.9819107,,"{'location': {'lat': 40.7553282, 'lng': -73.9819107}, 'viewport': {'northeast': {'lat': 40.7567845302915, 'lng': -73.98048041970848}, 'southwest': {'lat': 40.75408656970851, 'lng': -73.98317838029149}}}"
Bluestone Lane Bryant Park Coffee Shop,40.75546979999999,-73.9831779,,"{'location': {'lat': 40.75546979999999, 'lng': -73.9831779}, 'viewport': {'northeast': {'lat': 40.7567369802915, 'lng': -73.9817594697085}, 'southwest': {'lat': 40.7540390197085, 'lng': -73.98445743029151}}}"
Addictive NYC,40.75658589999999,-73.9800332,,"{'location': {'lat': 40.75658589999999, 'lng': -73.9800332}, 'viewport': {'northeast': {'lat': 40.75787478029149, 'lng': -73.97865486970849}, 'southwest': {'lat': 40.7551768197085, 'lng': -73.9813528302915}}}"
Kevin's Pub,40.75582440000001,-73.9801787,,"{'location': {'lat': 40.75582440000001, 'lng': -73.9801787}, 'viewport': {'northeast': {'lat': 40.75712483029151, 'lng': -73.9788673697085}, 'southwest': {'lat': 40.75442686970851, 'lng': -73.9815653302915}}}"
Megan's Bar and Kitchen,40.75581349999999,-73.9801559,,"{'location': {'lat': 40.75581349999999, 'lng': -73.9801559}, 'viewport': {'northeast': {'lat': 40.75710113029149, 'lng': -73.97878801970849}, 'southwest': {'lat': 40.75440316970849, 'lng': -73.98148598029151}}}"
Jane Doe Bar & Restaurant,40.7550775,-73.9810571,,"{'location': {'lat': 40.7550775, 'lng': -73.9810571}, 'viewport': {'northeast': {'lat': 40.7564941302915, 'lng': -73.9796653197085}, 'southwest': {'lat': 40.7537961697085, 'lng': -73.98236328029152}}}"
Wolf & Lamb Steakhouse,40.7567236,-73.9771021,,"{'location': {'lat': 40.7567236, 'lng': -73.9771021}, 'viewport': {'northeast': {'lat': 40.7581380302915, 'lng': -73.97575146970848}, 'southwest': {'lat': 40.75544006970851, 'lng': -73.97844943029149}}}"
Kurumazushi,40.7565634,-73.97776069999999,,"{'location': {'lat': 40.7565634, 'lng': -73.97776069999999}, 'viewport': {'northeast': {'lat': 40.7578213802915, 'lng': -73.9764788197085}, 'southwest': {'lat': 40.7551234197085, 'lng': -73.97917678029151}}}"
Maggie's Place,40.7562972,-73.97711450000001,,"{'location': {'lat': 40.7562972, 'lng': -73.97711450000001}, 'viewport': {'northeast': {'lat': 40.7575508802915, 'lng': -73.97583151970849}, 'southwest': {'lat': 40.7548529197085, 'lng': -73.9785294802915}}}"
"Tommy Bahama Restaurant, Bar & Store",40.7554702,-73.9792075,,"{'location': {'lat': 40.7554702, 'lng': -73.9792075}, 'viewport': {'northeast': {'lat': 40.75675778029149, 'lng': -73.97792276970848}, 'southwest': {'lat': 40.75405981970849, 'lng': -73.9806207302915}}}"
Retroclubnyc,40.75518390000001,-73.9783971,,"{'location': {'lat': 40.75518390000001, 'lng': -73.9783971}, 'viewport': {'northeast': {'lat': 40.7564485302915, 'lng': -73.9771076197085}, 'southwest': {'lat': 40.7537505697085, 'lng': -73.97980558029151}}}"
Mangia 48th Madison _Italian Food & Corporate Catering NYC,40.7570751,-73.97640969999999,,"{'location': {'lat': 40.7570751, 'lng': -73.97640969999999}, 'viewport': {'northeast': {'lat': 40.75838308029149, 'lng': -73.97496541970848}, 'southwest': {'lat': 40.7556851197085, 'lng': -73.97766338029149}}}"
Benny John's Bar and Grill,40.7568173,-73.9774474,,"{'location': {'lat': 40.7568173, 'lng': -73.9774474}, 'viewport': {'northeast': {'lat': 40.7582422302915, 'lng': -73.97604166970848}, 'southwest': {'lat': 40.7555442697085, 'lng': -73.9787396302915}}}"
Mocha LUX - Steakhouse & Burgers,40.75564749999999,-73.9786798,,"{'location': {'lat': 40.75564749999999, 'lng': -73.9786798}, 'viewport': {'northeast': {'lat': 40.75709153029148, 'lng': -73.9772619197085}, 'southwest': {'lat': 40.75439356970849, 'lng': -73.9799598802915}}}"
Bond 45 New York Italian Kitchen & Bar,40.7573105,-73.9798271,,"{'location': {'lat': 40.7573105, 'lng': -73.9798271}, 'viewport': {'northeast': {'lat': 40.7586217302915, 'lng': -73.97850176970849}, 'southwest': {'lat': 40.7559237697085, 'lng': -73.9811997302915}}}"
Bluestone Lane Midtown East Coffee Shop,40.75640779999999,-73.9769018,,"{'location': {'lat': 40.75640779999999, 'lng': -73.9769018}, 'viewport': {'northeast': {'lat': 40.75772288029149, 'lng': -73.9754547197085}, 'southwest': {'lat': 40.7550249197085, 'lng': -73.97815268029152}}}"
M J Smith's Food & Spirits,40.75518390000001,-73.9783971,,"{'location': {'lat': 40.75518390000001, 'lng': -73.9783971}, 'viewport': {'northeast': {'lat': 40.7564485302915, 'lng': -73.9771076197085}, 'southwest': {'lat': 40.7537505697085, 'lng': -73.97980558029151}}}"
Sean's Bar & Kitchen,40.7579118,-73.9801252,,"{'location': {'lat': 40.7579118, 'lng': -73.9801252}, 'viewport': {'northeast': {'lat': 40.7593380302915, 'lng': -73.9786768197085}, 'southwest': {'lat': 40.7566400697085, 'lng': -73.9813747802915}}}"
Inside Park at St. Bart's,40.7572248,-73.9730479,,"{'location': {'lat': 40.7572248, 'lng': -73.9730479}, 'viewport': {'northeast': {'lat': 40.7587477302915, 'lng': -73.9717416697085}, 'southwest': {'lat': 40.7560497697085, 'lng': -73.97443963029151}}}"
Baretto New York,40.7567686,-73.97552759999999,,"{'location': {'lat': 40.7567686, 'lng': -73.97552759999999}, 'viewport': {'northeast': {'lat': 40.7582122802915, 'lng': -73.9741101197085}, 'southwest': {'lat': 40.7555143197085, 'lng': -73.9768080802915}}}"
The Parlour at The Barclay,40.7557423,-73.97348819999999,,"{'location': {'lat': 40.7557423, 'lng': -73.97348819999999}, 'viewport': {'northeast': {'lat': 40.7569452302915, 'lng': -73.97225141970848}, 'southwest': {'lat': 40.7542472697085, 'lng': -73.9749493802915}}}"
Upstairs,40.75629399999999,-73.9714142,,"{'location': {'lat': 40.75629399999999, 'lng': -73.9714142}, 'viewport': {'northeast': {'lat': 40.75754843029149, 'lng': -73.9701129197085}, 'southwest': {'lat': 40.75485046970849, 'lng': -73.9728108802915}}}"
Ferro's,40.7563217,-73.9714035,,"{'location': {'lat': 40.7563217, 'lng': -73.9714035}, 'viewport': {'northeast': {'lat': 40.7575749302915, 'lng': -73.9700913197085}, 'southwest': {'lat': 40.7548769697085, 'lng': -73.97278928029151}}}"
Bistango,40.7563583,-73.9713636,,"{'location': {'lat': 40.7563583, 'lng': -73.9713636}, 'viewport': {'northeast': {'lat': 40.7575932302915, 'lng': -73.9700723197085}, 'southwest': {'lat': 40.7548952697085, 'lng': -73.97277028029151}}}"
Empire Steak House East,40.7561721,-73.9712807,,"{'location': {'lat': 40.7561721, 'lng': -73.9712807}, 'viewport': {'northeast': {'lat': 40.75746643029149, 'lng': -73.96996031970849}, 'southwest': {'lat': 40.75476846970849, 'lng': -73.9726582802915}}}"
Empire Burger House,40.7562502,-73.97133380000001,,"{'location': {'lat': 40.7562502, 'lng': -73.97133380000001}, 'viewport': {'northeast': {'lat': 40.7575302302915, 'lng': -73.9700367197085}, 'southwest': {'lat': 40.7548322697085, 'lng': -73.97273468029151}}}"
Lexington Bar,40.7571519,-73.9726033,,"{'location': {'lat': 40.7571519, 'lng': -73.9726033}, 'viewport': {'northeast': {'lat': 40.7586051802915, 'lng': -73.97108636970849}, 'southwest': {'lat': 40.7559072197085, 'lng': -73.9737843302915}}}"
GU JAPANESE FUSION SUSHI & BAR,40.75739719999999,-73.97035570000001,,"{'location': {'lat': 40.75739719999999, 'lng': -73.97035570000001}, 'viewport': {'northeast': {'lat': 40.7587182802915, 'lng': -73.96903271970851}, 'southwest': {'lat': 40.7560203197085, 'lng': -73.97173068029151}}}"
Vinoteca,40.7553501,-73.9721442,,"{'location': {'lat': 40.7553501, 'lng': -73.9721442}, 'viewport': {'northeast': {'lat': 40.7567923302915, 'lng': -73.97072761970848}, 'southwest': {'lat': 40.7540943697085, 'lng': -73.9734255802915}}}"
